"","wkt_words"
"5510","müdürlük"
"5511","müellif"
"5512","müessese"
"5513","müezzin"
"5514","müfettiþ"
"5515","müfredat"
"5516","müfret"
"5517","müfreze"
"5518","müftü"
"5519","müge"
"5520","mühendis"
"5521","mühendislik"
"5522","mühimlik"
"5523","mühimmat"
"5524","mühlet"
"5525","mühür"
"5526","müjde"
"5527","mükellef"
"5528","mükemmellik"
"5529","mükâfat"
"5530","mülahaza"
"5531","mülakat"
"5532","mülazým"
"5533","mülhakat"
"5534","mülk"
"5535","mülkiyet"
"5536","mülteci"
"5537","mülâkat"
"5538","mümanaat"
"5539","mümessil"
"5540","mümessillik"
"5541","mümeyyiz"
"5542","mümin"
"5543","mümkün kýlma"
"5544","münakalat"
"5545","münakasa"
"5546","münakaþa"
"5547","münasebet"
"5548","mündericat"
"5549","münebbih"
"5550","müntehir"
"5551","müracaat"
"5552","mürebbiye"
"5553","mürekkep"
"5554","mürekkep balýðý"
"5555","mürettebat"
"5556","mürver"
"5557","müsaade"
"5558","müsademe"
"5559","müsadere"
"5560","müsakkafat"
"5561","müsamaha"
"5562","müsamere"
"5563","müselles"
"5564","müsevvit"
"5565","müsilaj"
"5566","Müslüman"
"5567","müstahdem"
"5568","müstahsil"
"5569","müstahzar"
"5570","müstakar"
"5571","müstecir"
"5572","müstehcenlik"
"5573","müstemleke"
"5574","müsteþar"
"5575","müstevli"
"5576","müþahede"
"5577","müþahit"
"5578","müþkül"
"5579","müþkülat"
"5580","müþteri"
"5581","mütalaa"
"5582","mütareke"
"5583","müteahhit"
"5584","mütefekkir"
"5585","mütehassýs"
"5586","mütercim"
"5587","müttefik"
"5588","müverrih"
"5589","müvezzi"
"5590","müzaheret"
"5591","müzakerat"
"5592","müzakere"
"5593","müzayede"
"5594","müze"
"5595","müzik"
"5596","müzik aleti"
"5597","müzikal"
"5598","müzisyen"
"5599","mâna"
"5600","mâni"
"5601","naaþ"
"5602","nabýz"
"5603","nafia"
"5604","naðme"
"5605","nahýr"
"5606","naib"
"5607","naip"
"5608","nakavt"
"5609","nakil"
"5610","nakit"
"5611","nakliyat"
"5612","nal"
"5613","nalbant"
"5614","nalça"
"5615","nalýn"
"5616","nam"
"5617","namaz"
"5618","namazgâh"
"5619","namlu"
"5620","namus"
"5621","namzet"
"5622","nan"
"5623","nane"
"5624","nanometre"
"5625","napalm"
"5626","napalm bombasý"
"5627","nar"
"5628","nargile"
"5629","narkotik"
"5630","nasýr"
"5631","Nasýrcý"
"5632","Nasýrcýlýk"
"5633","nataþa"
"5634","navigasyon"
"5635","naz"
"5636","nazar"
"5637","nazen"
"5638","nazenin"
"5639","nazýr"
"5640","ne"
"5641","nebze"
"5642","nedamet"
"5643","neden"
"5644","nedime"
"5645","nefes"
"5646","nefes darlýðý"
"5647","nefis"
"5648","nefret"
"5649","nefret etme"
"5650","neft"
"5651","negatif"
"5652","nehir"
"5653","nekrofil"
"5654","nem"
"5655","nene"
"5656","neoliberalizm"
"5657","neon"
"5658","neptünyum"
"5659","nergis"
"5660","nesil"
"5661","nesne"
"5662","nesne tabanlý dil"
"5663","nesne yönelimli dil"
"5664","nesne yönelimli programlama"
"5665","nesnel"
"5666","neþe"
"5667","neþir"
"5668","neþriyat"
"5669","net"
"5670","netice"
"5671","nevi"
"5672","nezaket"
"5673","nezaret"
"5674","nezle"
"5675","nezt"
"5676","nýsýf"
"5677","nida"
"5678","nihayet"
"5679","nikbin"
"5680","nikel"
"5681","nikotin"
"5682","nikâh"
"5683","nilüfer"
"5684","nimet"
"5685","nine"
"5686","ninelik"
"5687","ninik"
"5688","ninja"
"5689","ninni"
"5690","nisaiye"
"5691","nisan"
"5692","niþan"
"5693","niþancý"
"5694","niþane"
"5695","niþangâh"
"5696","niþanlý"
"5697","niþasta"
"5698","nitelik"
"5699","nivo"
"5700","niyet"
"5701","niyobyum"
"5702","nizamname"
"5703","nohut"
"5704","nokta"
"5705","noktalý virgül"
"5706","noktürn"
"5707","nomofobi"
"5708","nomokrasi"
"5709","nonoþ"
"5710","normal"
"5711","normatiflik"
"5712","nostalji"
"5713","nosyon"
"5714","not"
"5715","nota"
"5716","notilus"
"5717","nöbet"
"5718","nörd"
"5719","nöron"
"5720","nötron"
"5721","numara"
"5722","numara verme"
"5723","numaralama"
"5724","numaralamama"
"5725","nun"
"5726","nur"
"5727","Nusayrî"
"5728","nutuk"
"5729","nüans"
"5730","nüfus"
"5731","nüfus sayýmý"
"5732","nüfuz"
"5733","nükleer atýk"
"5734","nükleer enerji"
"5735","nükleer kýþ"
"5736","nükleer santral"
"5737","nükleon"
"5738","nükleotit"
"5739","nümerotaj"
"5740","nüsha"
"5741","nâr"
"5742","nâzýr"
"5743","o"
"5744","oba"
"5745","obeb"
"5746","obje"
"5747","obsesyon"
"5748","oburluk"
"5749","obüs"
"5750","ocak"
"5751","ocakbaþý"
"5752","ocakçý"
"5753","od"
"5754","oda"
"5755","odabaþý"
"5756","odacý"
"5757","odacýk"
"5758","odak"
"5759","oditoryum"
"5760","odun"
"5761","oduncu"
"5762","ofans"
"5763","ofis"
"5764","ofsayt"
"5765","OGS"
"5766","oðlak"
"5767","oðlan"
"5768","oðlancý"
"5769","oðul"
"5770","OHAL"
"5771","oje"
"5772","ok"
"5773","okçu"
"5774","okçuluk"
"5775","okek"
"5776","okiya"
"5777","okka"
"5778","oklava"
"5779","oksijen"
"5780","oksimoron"
"5781","OKT"
"5782","okul"
"5783","okuma"
"5784","okunaklýlýk"
"5785","okunaksýzlýk"
"5786","okur"
"5787","okyanus"
"5788","olaðanüstü hâl"
"5789","olanak"
"5790","olay"
"5791","olay güdümlü programlama"
"5792","olay ufku"
"5793","olgunluk"
"5794","oligarþi"
"5795","olma"
"5796","olmazsa olmaz"
"5797","olta"
"5798","oluk"
"5799","olukçuk"
"5800","olumluluk"
"5801","olumsuzluk"
"5802","olur"
"5803","oluþ"
"5804","ombudsman"
"5805","omlet"
"5806","omniseksüellik"
"5807","omur"
"5808","omurga"
"5809","omuz"
"5810","omuzluk"
"5811","onay"
"5812","onay kutusu"
"5813","onbiraylýk"
"5814","ondülasyon"
"5815","ongen"
"5816","ongun"
"5817","onguncu"
"5818","ongunculuk"
"5819","oniks"
"5820","onkoloji"
"5821","ons"
"5822","onunculuk"
"5823","onur"
"5824","opera"
"5825","operasyon"
"5826","operatör"
"5827","operet"
"5828","opsiyon"
"5829","optik karakter tanýma"
"5830","optimizasyon"
"5831","orak"
"5832","oran"
"5833","orangutan"
"5834","ordinasyon"
"5835","ordinatör"
"5836","ordu"
"5837","orfoz"
"5838","organel"
"5839","organik kimya"
"5840","organizasyon"
"5841","organize etme"
"5842","organizma"
"5843","orgazm"
"5844","orgeneral"
"5845","orijinalite"
"5846","orkestra"
"5847","orkut"
"5848","orman"
"5849","orman horozu"
"5850","ornitorenk"
"5851","orospu"
"5852","orospu çocuðu"
"5853","orta"
"5854","orta parmak"
"5855","orta yaþ bunalýmý"
"5856","orta yaþ krizi"
"5857","ortaç"
"5858","ortak"
"5859","ortak bölenlerin en büyüðü"
"5860","ortak katlarýn en küçüðü"
"5861","ortaklýk"
"5862","ortalama"
"5863","ortam"
"5864","ortanca"
"5865","ortaokul"
"5866","orun"
"5867","oryantasyon"
"5868","Osmanlýcý"
"5869","Osmanlýlýk"
"5870","osmiyum"
"5871","ot"
"5872","otað"
"5873","otel"
"5874","otizm"
"5875","oto"
"5876","otoban"
"5877","otobüs"
"5878","otocu"
"5879","otoculuk"
"5880","otodeterminasyon"
"5881","otodidakt"
"5882","otofobi"
"5883","otogar"
"5884","otokrasi"
"5885","otomat"
"5886","otomatik bilet makinasý"
"5887","otomobil"
"5888","otomobilci"
"5889","otomobilcilik"
"5890","otonomi"
"5891","otopilot"
"5892","otopsi"
"5893","otorizasyon"
"5894","otostop"
"5895","otostopçu"
"5896","otoþ"
"5897","otoyol"
"5898","oturma odasý"
"5899","otuz bir"
"5900","otuz birci"
"5901","ova"
"5902","oy"
"5903","oy hakký"
"5904","oy verme hakký"
"5905","oya"
"5906","oylama kalemi"
"5907","oymak"
"5908","oynatýcý"
"5909","oyun"
"5910","oyun hamuru"
"5911","oyunbaz"
"5912","oyuncak"
"5913","oyuncu"
"5914","oyunculuk"
"5915","ozan"
"5916","ozon"
"5917","ö"
"5918","öbek"
"5919","öcü"
"5920","öç"
"5921","öd"
"5922","ödem"
"5923","ödev"
"5924","ödlek"
"5925","ödül"
"5926","ödün"
"5927","ödyometre"
"5928","öfemist"
"5929","öfemizm"
"5930","öfke"
"5931","öfori"
"5932","öge"
"5933","öglena"
"5934","öðe"
"5935","öðle"
"5936","öðle yemeði"
"5937","öðrenci"
"5938","öðrencilik"
"5939","öðrenme"
"5940","öðrenme güçlüðü"
"5941","öðreti"
"5942","öðretisi"
"5943","öðretmen"
"5944","öðretmenlik"
"5945","öðüt"
"5946","öðütme"
"5947","öðütücü"
"5948","ökaliptüs"
"5949","ökse"
"5950","ökseotu"
"5951","öksürük"
"5952","öksürük þurubu"
"5953","öküz"
"5954","ölçü"
"5955","ölçüm"
"5956","ölçüt"
"5957","öldürme"
"5958","ölme"
"5959","ölü"
"5960","ölü doðum"
"5961","ölüm"
"5962","ölümlülük"
"5963","ölümsüzlük"
"5964","ömür"
"5965","ön"
"5966","ön ad"
"5967","ön derleyici"
"5968","ön ek"
"5969","önad"
"5970","önbilgi"
"5971","öncelik"
"5972","öncülük"
"5973","önder"
"5974","önderlik"
"5975","önem"
"5976","önemlilik"
"5977","önemsizlik"
"5978","öneri"
"5979","önleme"
"5980","önlük"
"5981","önyargý"
"5982","öpücük"
"5983","ördek"
"5984","örgüt"
"5985","öritmi"
"5986","örnek"
"5987","örs"
"5988","örtü"
"5989","örtü sistemi"
"5990","örümcek"
"5991","örümcek aðý"
"5992","örüntü"
"5993","ösümlük"
"5994","ötanazi"
"5995","öte"
"5996","ötürük"
"5997","öveç"
"5998","övgü"
"5999","öykü"
"6000","öz"
"6001","öz çýkar"
"6002","özçekim"
"6003","özdek"
"6004","özdekçi"
"6005","özdekçilik"
"6006","özek"
"6007","özel ad"
"6008","özel isim"
"6009","özel mülkiyet"
"6010","özel okul"
"6011","özellik"
"6012","özendirme"
"6013","özerklik"
"6014","özet"
"6015","özgür yazýlým"
"6016","özgürlük"
"6017","özgüven"
"6018","özlem"
"6019","özlük muhafýzý"
"6020","özne"
"6021","öznel"
"6022","özümleme"
"6023","özür"
"6024","pabuç"
"6025","paçavra"
"6026","padiþah"
"6027","padul"
"6028","pag"
"6029","paha"
"6030","paintball"
"6031","paket"
"6032","pakt"
"6033","pala"
"6034","paladyum"
"6035","palað"
"6036","palah"
"6037","palak"
"6038","palamar"
"6039","palamut"
"6040","palan"
"6041","palanka"
"6042","palas"
"6043","palavra"
"6044","palax"
"6045","pala<U+1E2B>"
"6046","paleoantropoloji"
"6047","palet"
"6048","palikarya"
"6049","palindrom"
"6050","palladyum"
"6051","palmiye"
"6052","palpasyon"
"6053","palto"
"6054","palyaço"
"6055","palyatif"
"6056","pampa"
"6057","pamuk"
"6058","pamuk lokum"
"6059","pamuk þekeri"
"6060","panayýr"
"6061","pancar"
"6062","panda"
"6063","pandeist"
"6064","pandeizm"
"6065","pandemi"
"6066","pandispanya"
"6067","Pandora'nýn kutusu"
"6068","panendeist"
"6069","panenteizm"
"6070","panik"
"6071","pankart"
"6072","panpa"
"6073","panseksüellik"
"6074","pansiyon"
"6075","pantalon"
"6076","panteist"
"6077","panteizm"
"6078","panteon"
"6079","panter"
"6080","pantolon"
"6081","panzehir"
"6082","papa"
"6083","papaðan"
"6084","papak"
"6085","paparazi"
"6086","papatya"
"6087","papaz"
"6088","papirüs"
"6089","papyon"
"6090","para"
"6091","parabol"
"6092","paradoks"
"6093","paragraf"
"6094","paralaks"
"6095","paralelkenar"
"6096","paranoya"
"6097","parantez"
"6098","parasýzlýk"
"6099","paraþüt"
"6100","paratoner"
"6101","parazit"
"6102","parç"
"6103","parça"
"6104","parçacýk"
"6105","parçacýk hýzlandýrýcý"
"6106","parçalama"
"6107","parçalanma"
"6108","parçý"
"6109","pardý"
"6110","pardösü"
"6111","parfüm"
"6112","parýltý"
"6113","park"
"6114","park etme"
"6115","parke"
"6116","parlamento"
"6117","parlatýcý"
"6118","parlâmento"
"6119","parma peyniri"
"6120","parmak"
"6121","pars"
"6122","parsek"
"6123","parsel"
"6124","parþömen"
"6125","parti"
"6126","partisyon"
"6127","partner"
"6128","pas"
"6129","pasaj"
"6130","pasaport"
"6131","pasiflik"
"6132","paskalya"
"6133","paskalya tavþaný"
"6134","paskalya yumurtasý"
"6135","paspas"
"6136","pasta"
"6137","pastane"
"6138","pastýrma"
"6139","pastil"
"6140","paþa"
"6141","paþalýk"
"6142","patates"
"6143","patates kýzartmasý"
"6144","paten"
"6145","pati"
"6146","patik"
"6147","patika"
"6148","patinaj"
"6149","patka"
"6150","patlama"
"6151","patlýcan"
"6152","patoloji"
"6153","patoz"
"6154","Patrik"
"6155","patrik"
"6156","patrikhane"
"6157","patriklik"
"6158","patron"
"6159","patul"
"6160","paviyon"
"6161","pay"
"6162","payda"
"6163","paydos"
"6164","paylaþým"
"6165","paylaþtýrma"
"6166","pazar"
"6167","pazarlýk"
"6168","pazartesi"
"6169","pazý"
"6170","pe"
"6171","peçeli baykuþ"
"6172","peçete"
"6173","ped"
"6174","pedagoji"
"6175","peder"
"6176","pedofobi"
"6177","pehlivan"
"6178","pekmez"
"6179","peksimet"
"6180","pelenk"
"6181","pelerin"
"6182","pelikan"
"6183","pelin"
"6184","pelit"
"6185","pelte"
"6186","pelüþ"
"6187","pembe"
"6188","pembe dizi"
"6189","pena"
"6190","penaltý noktasý"
"6191","pencere"
"6192","pençe"
"6193","penetrasyon"
"6194","penguen"
"6195","penis"
"6196","penis baþý"
"6197","penisilin"
"6198","Pera"
"6199","perçem"
"6200","perçin"
"6201","perde"
"6202","perende"
"6203","perestroyka"
"6204","perfeksiyon"
"6205","performans"
"6206","pergel"
"6207","peri"
"6208","peri masalý"
"6209","periyodik cetvel"
"6210","periyodik tablo"
"6211","periyot"
"6212","permütasyon"
"6213","peron"
"6214","personel"
"6215","personel avcýsý"
"6216","perspektif"
"6217","perþembe"
"6218","pert"
"6219","peruk"
"6220","pervane"
"6221","peskütan"
"6222","peþ"
"6223","peþkir"
"6224","peþmerge"
"6225","petek"
"6226","petrol"
"6227","petunya"
"6228","pey"
"6229","peygamber"
"6230","peygamber devesi"
"6231","peygamberdevesi"
"6232","peynir"
"6233","peynirli kek"
"6234","peynirli pasta"
"6235","peyzaj"
"6236","pezevenk"
"6237","pýhtý"
"6238","pýnar"
"6239","pýrasa"
"6240","piç"
"6241","pide"
"6242","piercing"
"6243","pijama"
"6244","piknik"
"6245","pil"
"6246","pilan"
"6247","pilav"
"6248","piliç"
"6249","pille"
"6250","pilon"
"6251","pilot"
"6252","pim"
"6253","pin"
"6254","ping"
"6255","pipet"
"6256","pipi"
"6257","pir"
"6258","pirahen"
"6259","piramit"
"6260","pirana"
"6261","pire"
"6262","pirinç"
"6263","pisi"
"6264","pisik"
"6265","piskopos"
"6266","pislik"
"6267","pist"
"6268","piton"
"6269","piyade"
"6270","piyale"
"6271","piyano"
"6272","piyasa"
"6273","piyon"
"6274","pizza"
"6275","plaj"
"6276","plaj voleybolu"
"6277","plak"
"6278","plaka"
"6279","plan"
"6280","planço"
"6281","planet"
"6282","planetoloji"
"6283","plasman"
"6284","plastik"
"6285","platform"
"6286","platin"
"6287","plato"
"6288","plektrum"
"6289","plütonyum"
"6290","poç"
"6291","podösüet"
"6292","pogrom"
"6293","poker"
"6294","polat"
"6295","polen"
"6296","poliçe"
"6297","polinom"
"6298","polis"
"6299","polis akademisi"
"6300","polisaj"
"6301","poliseksüellik"
"6302","politeizm"
"6303","politika"
"6304","politikacý"
"6305","politizasyon"
"6306","polonyum"
"6307","pompa"
"6308","pop"
"6309","popo"
"6310","popülarite"
"6311","popülasyon"
"6312","popülist"
"6313","porno"
"6314","porno yýldýzý"
"6315","pornografi"
"6316","porselen"
"6317","porsuk"
"6318","port"
"6319","portakal"
"6320","portakal suyu"
"6321","portföy"
"6322","portre"
"6323","post"
"6324","posta"
"6325","posta kutusu"
"6326","postahane"
"6327","postane"
"6328","poster"
"6329","postiþ"
"6330","postür"
"6331","poþet"
"6332","potansiyel"
"6333","potasyum"
"6334","potin"
"6335","potpuri"
"6336","poyraz"
"6337","pozisyon"
"6338","pozitron"
"6339","pöçük"
"6340","pöhrenk"
"6341","praseodim"
"6342","prediksiyon"
"6343","prematüre"
"6344","prens"
"6345","prenses"
"6346","prensip"
"6347","prenslik"
"6348","prezantasyon"
"6349","prezervatif"
"6350","priapizm"
"6351","priz"
"6352","problem"
"6353","prodüksiyon"
"6354","prodüktör"
"6355","profesör"
"6356","profesyonellik"
"6357","profiterol"
"6358","program"
"6359","programcý"
"6360","programlama"
"6361","programlama dili"
"6362","programlama prensibi"
"6363","progresyon"
"6364","proje"
"6365","projektör"
"6366","promosyon"
"6367","propaganda"
"6368","prostat"
"6369","protaktinyum"
"6370","protein"
"6371","Protestan"
"6372","Protestanlýk"
"6373","protesto"
"6374","protestocu"
"6375","prototip"
"6376","prototipleme"
"6377","prova"
"6378","providansiyalist"
"6379","providansiyalizm"
"6380","provokasyon"
"6381","provokatör"
"6382","proxy"
"6383","pruva"
"6384","pruva rüzgârý"
"6385","psikiyatr"
"6386","psikiyatrist"
"6387","psikolog"
"6388","psikoloji"
"6389","psikopat"
"6390","psikoterapi"
"6391","psikoterapist"
"6392","psikoz"
"6393","psiþik"
"6394","psödonim"
"6395","puan"
"6396","puding"
"6397","pufla"
"6398","puhu"
"6399","pul"
"6400","pupa rüzgârý"
"6401","puro"
"6402","purut"
"6403","pus"
"6404","pusu"
"6405","pusula"
"6406","puþt"
"6407","put"
"6408","putperest"
"6409","puzzle"
"6410","püf nokta"
"6411","pünez"
"6412","pür"
"6413","pürtük"
"6414","pürüz"
"6415","püskül"
"6416","raad"
"6417","radar"
"6418","radyan"
"6419","radyasyon"
"6420","radyatör"
"6421","radyo"
"6422","radyo spikeri"
"6423","radyoaktif bozunum"
"6424","radyoaktif parçalanma"
"6425","radyoaktivite"
"6426","radyolog"
"6427","radyoloji"
"6428","radyom"
"6429","radyum"
"6430","raf"
"6431","raf ömrü"
"6432","ragbi"
"6433","rahat"
"6434","rahatsýzlýk"
"6435","rahibe"
"6436","rahim"
"6437","rahip"
"6438","rahmet"
"6439","rakam"
"6440","raket"
"6441","raký"
"6442","rakým"
"6443","rakip"
"6444","rakun"
"6445","Ramazan"
"6446","ramen"
"6447","randevu"
"6448","rant"
"6449","rantiye"
"6450","ranza"
"6451","rapçi"
"6452","rapor"
"6453","raptiye"
"6454","rasathane"
"6455","rasyonalizasyon"
"6456","rasyonel sayý"
"6457","raunt"
"6458","ray"
"6459","re"
"6460","reaksiyon"
"6461","reaktif"
"6462","reaktör"
"6463","realite"
"6464","rebetiko"
"6465","recep"
"6466","reçel"
"6467","reçete"
"6468","reçine"
"6469","red"
"6470","redaksiyon"
"6471","redaktör"
"6472","redüksiyon"
"6473","reel sayý"
"6474","reenkarnasyon"
"6475","refah"
"6476","referandum"
"6477","referans"
"6478","reflü"
"6479","reform"
"6480","refüj"
"6481","regülasyon"
"6482","regülatör"
"6483","rehabilitasyon"
"6484","rehber"
"6485","rehin"
"6486","rehine"
"6487","reis"
"6488","reisicumhur"
"6489","rejim"
"6490","rejisör"
"6491","rekabet"
"6492","reklam"
"6493","rekreasyon"
"6494","reküperasyon"
"6495","Ren geyiði"
"6496","rende"
"6497","renk"
"6498","renyum"
"6499","repertuvar"
"6500","represyon"
"6501","repütasyon"
"6502","reseptör"
"6503","resim"
"6504","resital"
"6505","resmî dil"
"6506","ressam"
"6507","restitüsyon"
"6508","restoran"
"6509","restorasyon"
"6510","ret"
"6511","retorik"
"6512","revani"
"6513","revir"
"6514","revizyon"
"6515","revizyoncu"
"6516","revizyonist"
"6517","revizyonizm"
"6518","rey"
"6519","reyhan"
"6520","reyiâm"
"6521","reyon"
"6522","rezalet"
"6523","reze"
"6524","rezene"
"6525","rezervasyon"
"6526","rezervuar"
"6527","rýh"
"6528","rýhtým"
"6529","rýza"
"6530","ribonükleik asit"
"6531","riboz"
"6532","rica"
"6533","rical"
"6534","ricat"
"6535","rimel"
"6536","ringa"
"6537","risk"
"6538","riþvet"
"6539","ritim"
"6540","ritm"
"6541","ritüel"
"6542","riyakâr"
"6543","riyaset"
"6544","RNA"
"6545","robot"
"6546","rock grubu"
"6547","rodyum"
"6548","roka"
"6549","roket"
"6550","roketatar"
"6551","rol"
"6552","rom"
"6553","roman"
"6554","romantik"
"6555","rop"
"6556","ropdöþambýr"
"6557","ropdöþambr"
"6558","rotasyon"
"6559","rotor"
"6560","rölanti"
"6561","rölyef"
"6562","römork"
"6563","röntgen"
"6564","röntgenyum"
"6565","röportaj"
"6566","röpörtaj"
"6567","rötar"
"6568","rövanþ"
"6569","rövaþata"
"6570","rubai"
"6571","rubidyum"
"6572","ruble"
"6573","ruh"
"6574","ruhsat"
"6575","ruj"
"6576","Rus"
"6577","rusalka"
"6578","rutenyum"
"6579","rutin"
"6580","rutubet"
"6581","rükün"
"6582","rüþvet"
"6583","rütbe"
"6584","rüya"
"6585","rüzgar"
"6586","rüzgâr"
"6587","saadet"
"6588","saadet asrý"
"6589","saat"
"6590","sabah"
"6591","saban"
"6592","sabýka"
"6593","sabýr"
"6594","sabit"
"6595","sabit disk"
"6596","sabotaj"
"6597","sabotajcý"
"6598","sabote"
"6599","sabotör"
"6600","sabun"
"6601","sabunluk"
"6602","sac"
"6603","saç"
"6604","saç fýrçasý"
"6605","saç týraþý"
"6606","saçma"
"6607","saçmalýk"
"6608","sadakat"
"6609","sadýným"
"6610","sadizm"
"6611","saf"
"6612","safari"
"6613","safer"
"6614","Safevî"
"6615","safha"
"6616","safir"
"6617","safra"
"6618","safra kesesi"
"6619","safran"
"6620","saga"
"6621","sað"
"6622","sað kol"
"6623","saðanak"
"6624","saðcý"
"6625","saðduyu"
"6626","saðým"
"6627","saðýr"
"6628","saðýr kef"
"6629","saðlayýcý"
"6630","saðlýcak"
"6631","saðlýk"
"6632","saðlýk ocaðý"
"6633","saðrý"
"6634","saha"
"6635","sahan"
"6636","sahife"
"6637","sahil"
"6638","sahip"
"6639","sahipli yazýlým"
"6640","sahne"
"6641","sahra"
"6642","sahtekâr"
"6643","saik"
"6644","saika"
"6645","saka"
"6646","sakal"
"6647","sakar"
"6648","sakatat"
"6649","sakatlýk"
"6650","sakçý"
"6651","sakýz"
"6652","sakýz topu"
"6653","sakin"
"6654","saklambaç"
"6655","saksafon"
"6656","saksaðan"
"6657","saksý"
"6658","sakso"
"6659","saksocu"
"6660","sal"
"6661","salahiyet"
"6662","salak"
"6663","salam"
"6664","salamanje"
"6665","salata"
"6666","salatalýk"
"6667","salça"
"6668","salçalýk"
"6669","saldýrganlýk"
"6670","saldýrý"
"6671","salgýn"
"6672","salý"
"6673","salýncak"
"6674","salise"
"6675","salkým"
"6676","salon"
"6677","saltanat"
"6678","salya"
"6679","salyangoz"
"6680","saman"
"6681","samankapan"
"6682","samaryum"
"6683","samba"
"6684","Sami"
"6685","samur"
"6686","samuray"
"6687","san"
"6688","sanal sayý"
"6689","sanat"
"6690","sanatçý"
"6691","sanayi"
"6692","Sancak"
"6693","sancak"
"6694","sancý"
"6695","sandal"
"6696","sandalet"
"6697","sandalye"
"6698","sandýk"
"6699","sandviç"
"6700","saniye"
"6701","sansar"
"6702","sansür"
"6703","santimantalite"
"6704","santimantalizm"
"6705","santimetre"
"6706","santral"
"6707","santrifüj"
"6708","sap"
"6709","sapan"
"6710","sapýk"
"6711","sapýklýk"
"6712","saplý sultan"
"6713","saray"
"6714","sardalya"
"6715","sarf"
"6716","sargý"
"6717","sarhoþ"
"6718","sarhoþluk"
"6719","sarý"
"6720","sarý kart"
"6721","sarýhumma"
"6722","sarýk"
"6723","sarýlýk"
"6724","sarýmsak"
"6725","sarýþýn"
"6726","sarýþýnlýk"
"6727","sarkazm"
"6728","sarmal"
"6729","sarmal galaksi"
"6730","sarmal gök ada"
"6731","sarman"
"6732","sarmaþýk"
"6733","sart"
"6734","satýcý"
"6735","satýh"
"6736","satýn"
"6737","satýr"
"6738","satýþ"
"6739","satranç"
"6740","Satürn"
"6741","satvet"
"6742","sauna"
"6743","sav"
"6744","savaþ"
"6745","savaþ arabasý"
"6746","savaþ gemisi"
"6747","savaþ kumanyasý"
"6748","savaþ nedeni"
"6749","savaþ tutsaðý"
"6750","savaþçý"
"6751","savunma"
"6752","saye"
"6753","sayfa"
"6754","sayfalandýrma"
"6755","sayfiye"
"6756","saygý"
"6757","sayý"
"6758","sayým"
"6759","sayýt"
"6760","sayko"
"6761","saylav"
"6762","saylavcý"
"6763","sayma sayýsý"
"6764","sayrý"
"6765","saz"
"6766","sazan"
"6767","se"
"6768","seans"
"6769","sebat"
"6770","sebep"
"6771","sebze"
"6772","seccade"
"6773","seccadeci"
"6774","seçenek"
"6775","seçici"
"6776","seçiciler kurulu"
"6777","seçicilik"
"6778","seçim"
"6779","seçim sandýðý"
"6780","seçme"
"6781","seçme kutusu"
"6782","seçmen"
"6783","seda"
"6784","sedef"
"6785","sedimantasyon"
"6786","sedir"
"6787","sedye"
"6788","sefaret"
"6789","sefer"
"6790","Sefer"
"6791","seferberlik"
"6792","sefir"
"6793","seher"
"6794","seki"
"6795","sekizgen"
"6796","sekizincilik"
"6797","sekme"
"6798","sekreter"
"6799","seks"
"6800","seks pozisyonu"
"6801","seksiyon"
"6802","seksüel"
"6803","sektör"
"6804","sekülarist"
"6805","sekülarizm"
"6806","sel"
"6807","selam"
"6808","selamet"
"6809","sele"
"6810","selektör"
"6811","selenyum"
"6812","selpak"
"6813","semafor"
"6814","semahat"
"6815","semaver"
"6816","sembol"
"6817","semer"
"6818","semerci"
"6819","semifinal"
"6820","seminer"
"6821","sempati"
"6822","sempozyum"
"6823","semt"
"6824","senaryo"
"6825","sendika"
"6826","sendrom"
"6827","sene"
"6828","senfoni"
"6829","senkretizm"
"6830","senkroni"
"6831","senkronizasyon"
"6832","sensör"
"6833","sent"
"6834","sentaks"
"6835","sepet"
"6836","sepetçi"
"6837","ser"
"6838","sera"
"6839","sera etkisi"
"6840","seramik"
"6841","serap"
"6842","serbest piyasa"
"6843","serçe"
"6844","serdar"
"6845","sere"
"6846","seremoni"
"6847","serenat"
"6848","sergerde"
"6849","sergüzeþt"
"6850","seri"
"6851","seri katil"
"6852","serim"
"6853","serlevha"
"6854","sermaye"
"6855","sert disk"
"6856","sertifika"
"6857","sertlik"
"6858","serüven"
"6859","server"
"6860","servet"
"6861","servi"
"6862","servis odaklý mimari"
"6863","servis saðlayýcýsý"
"6864","ses"
"6865","sesçi"
"6866","sesçilik"
"6867","sesli"
"6868","sesli harf"
"6869","sesli kitap"
"6870","sessiz"
"6871","sessiz harf"
"6872","sessizlik"
"6873","sesteþ"
"6874","set üstü kutusu"
"6875","sevap"
"6876","sevda"
"6877","sevdalý"
"6878","sevdalinka"
"6879","seven"
"6880","sevgi"
"6881","sevgili"
"6882","sevinç"
"6883","seviye"
"6884","sevkitabii"
"6885","sevkiyat"
"6886","sexgili"
"6887","seyahat"
"6888","seyahatname"
"6889","seyis"
"6890","seyrisefain"
"6891","sezon"
"6892","sezyum"
"6893","sýcak çikolata"
"6894","sýcak su torbasý"
"6895","sýcaklýk"
"6896","sýçan"
"6897","sýfat"
"6898","sýfatý"
"6899","sýfatlar"
"6900","sýðýn"
"6901","sýðýnak"
"6902","sýðýr"
"6903","sýðýr kuyruðu"
"6904","sýðýrcýk"
"6905","sýðýrkuyruðu"
